Category,City,Country/Region,Manufacturer,Order Date,Order ID,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Technology,Rome,United States,Avaya,2024-07-17,US-2024-105046,Avaya 5420 Digital phone,East,Home Office,2024-07-23,Standard Class,New York,Phones,0,67.495,2,269.98
Furniture,Phoenix,United States,Other,2024-07-18,US-2024-142573,High-Back Leather Manager's Chair,West,Consumer,2024-07-23,Standard Class,Arizona,Chairs,0.2,-42.8967,3,311.976
Furniture,Philadelphia,United States,Other,2024-07-18,US-2024-165358,"Situations Contoured Folding Chairs, 4/Set",East,Consumer,2024-07-23,Standard Class,Pennsylvania,Chairs,0.3,-14.196,4,198.744
Furniture,Phoenix,United States,Global,2024-07-18,US-2024-142573,"Global Fabric Manager's Chair, Dark Gray",West,Consumer,2024-07-23,Standard Class,Arizona,Chairs,0.2,10.098,2,161.568
Furniture,Phoenix,United States,Chromcraft,2024-07-18,US-2024-142573,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",West,Consumer,2024-07-23,Standard Class,Arizona,Tables,0.5,-448.896,5,801.6
Office Supplies,Phoenix,United States,Acco,2024-07-18,US-2024-142573,Acco Expandable Hanging Binders,West,Consumer,2024-07-23,Standard Class,Arizona,Binders,0.7,-6.1248,4,7.656
Office Supplies,Phoenix,United States,Other,2024-07-18,US-2024-142573,Riverleaf Stik-Withit Designer Note Cubes,West,Consumer,2024-07-23,Standard Class,Arizona,Paper,0.2,5.2312,2,16.096
Office Supplies,Philadelphia,United States,Acme,2024-07-18,US-2024-165358,Acme Kleencut Forged Steel Scissors,East,Consumer,2024-07-23,Standard Class,Pennsylvania,Supplies,0.2,1.148,2,9.184
Technology,Philadelphia,United States,Canon,2024-07-18,US-2024-165358,Canon PC-428 Personal Copier,East,Consumer,2024-07-23,Standard Class,Pennsylvania,Copiers,0.4,69.9965,5,599.97
Furniture,New York City,United States,Office Star,2024-07-20,US-2024-108343,Office Star - Task Chair with Contemporary Loop Arms,East,Corporate,2024-07-25,Standard Class,New York,Chairs,0.1,25.4744,2,163.764
Furniture,Sioux Falls,United States,Novimex,2024-07-20,US-2024-122035,Novimex Fabric Task Chair,Central,Corporate,2024-07-25,Standard Class,South Dakota,Chairs,0,27.441,3,182.94
Furniture,New York City,United States,Tenex,2024-07-20,US-2024-108343,Tenex B1-RE Series Chair Mats for Low Pile Carpets,East,Corporate,2024-07-25,Standard Class,New York,Furnishings,0,31.2664,4,183.92
Furniture,Chicago,United States,Other,2024-07-20,US-2024-118640,"Contract Clock, 14"", Brown",Central,Consumer,2024-07-26,Standard Class,Illinois,Furnishings,0.6,-5.7148,1,8.792
Office Supplies,Sioux Falls,United States,Other,2024-07-20,US-2024-122035,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Central,Corporate,2024-07-25,Standard Class,South Dakota,Appliances,0,112.4064,2,416.32
Office Supplies,Sioux Falls,United States,Avery,2024-07-20,US-2024-122035,Avery Printable Repositionable Plastic Tabs,Central,Corporate,2024-07-25,Standard Class,South Dakota,Binders,0,20.21,5,43
Office Supplies,Sioux Falls,United States,Cardinal,2024-07-20,US-2024-122035,Cardinal Slant-D Ring Binders,Central,Corporate,2024-07-25,Standard Class,South Dakota,Binders,0,30.415,7,60.83
Office Supplies,Maple Grove,United States,Ibico,2024-07-20,US-2024-150497,Ibico Ibimaster 300 Manual Binding System,Central,Corporate,2024-07-24,Standard Class,Minnesota,Binders,0,331.191,2,735.98
Office Supplies,Sioux Falls,United States,Avery,2024-07-20,US-2024-122035,Avery 486,Central,Corporate,2024-07-25,Standard Class,South Dakota,Labels,0,6.8714,2,14.62
Office Supplies,New York City,United States,Xerox,2024-07-20,US-2024-108343,Xerox 1977,East,Corporate,2024-07-25,Standard Class,New York,Paper,0,6.4128,2,13.36
Office Supplies,Chicago,United States,Other,2024-07-20,US-2024-118640,"Trav-L-File Heavy-Duty Shuttle II, Black",Central,Consumer,2024-07-26,Standard Class,Illinois,Storage,0.2,8.714,2,69.712
Technology,Sioux Falls,United States,Logitech,2024-07-20,US-2024-122035,Logitech G35 7.1-Channel Surround Sound Headset,Central,Corporate,2024-07-25,Standard Class,South Dakota,Accessories,0,132.5898,3,389.97
Furniture,Salem,United States,Other,2024-07-21,US-2024-104731,"Bush Westfield Collection Bookcases, Fully Assembled",South,Consumer,2024-07-27,Standard Class,Virginia,Bookcases,0,69.6762,3,302.94
Furniture,San Diego,United States,Hon,2024-07-21,US-2024-145429,Hon Olson Stacker Stools,West,Consumer,2024-07-25,Standard Class,California,Chairs,0.2,22.5296,2,225.296
Furniture,Salem,United States,Other,2024-07-21,US-2024-104731,Regeneration Desk Collection,South,Consumer,2024-07-27,Standard Class,Virginia,Furnishings,0,3.872,5,8.8
Furniture,Pharr,United States,Hon,2024-07-21,US-2024-123834,Hon 61000 Series Interactive Training Tables,Central,Consumer,2024-07-25,Standard Class,Texas,Tables,0.3,-21.3264,4,124.404
Office Supplies,New York City,United States,Eureka,2024-07-21,US-2024-123204,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",East,Consumer,2024-07-27,Standard Class,New York,Appliances,0,4.5448,4,17.48
Office Supplies,Murray,United States,Boston,2024-07-21,US-2024-158505,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,2024-07-21,Same Day,Utah,Art,0,7.5371,1,25.99
Office Supplies,Concord,United States,Other,2024-07-21,US-2024-118724,Nontoxic Chalk,West,Corporate,2024-07-25,Second Class,California,Art,0,1.6896,2,3.52
Office Supplies,Salem,United States,Berol,2024-07-21,US-2024-104731,Berol Giant Pencil Sharpener,South,Consumer,2024-07-27,Standard Class,Virginia,Art,0,29.5626,6,101.94
Office Supplies,Salem,United States,Newell,2024-07-21,US-2024-104731,Newell 35,South,Consumer,2024-07-27,Standard Class,Virginia,Art,0,5.7072,6,19.68
Office Supplies,Chicago,United States,Wilson Jones,2024-07-21,US-2024-145093,"Wilson Jones 1"" Hanging DublLock Ring Binders",Central,Consumer,2024-07-26,Standard Class,Illinois,Binders,0.8,-3.3792,2,2.112
Office Supplies,San Diego,United States,GBC,2024-07-21,US-2024-145429,GBC Premium Transparent Covers with Diagonal Lined Pattern,West,Consumer,2024-07-25,Standard Class,California,Binders,0.2,17.6232,3,50.352
Office Supplies,Cleveland,United States,Other,2024-07-21,US-2024-160465,Vinyl Sectional Post Binders,East,Home Office,2024-07-26,Standard Class,Ohio,Binders,0.7,-22.62,3,33.93
Office Supplies,Aurora,United States,Avery,2024-07-21,US-2024-103478,Avery Poly Binder Pockets,Central,Corporate,2024-07-24,Second Class,Illinois,Binders,0.8,-4.5824,4,2.864
Office Supplies,Salem,United States,Cardinal,2024-07-21,US-2024-104731,Cardinal Holdit Business Card Pockets,South,Consumer,2024-07-27,Standard Class,Virginia,Binders,0,7.1712,3,14.94
Office Supplies,Aurora,United States,Other,2024-07-21,US-2024-103478,Catalog Binders with Expanding Posts,Central,Corporate,2024-07-24,Second Class,Illinois,Binders,0.8,-164.836,7,94.192
Office Supplies,Plainfield,United States,Xerox,2024-07-21,US-2024-127719,Xerox 1993,East,Home Office,2024-07-25,Standard Class,New Jersey,Paper,0,3.1752,1,6.48
Office Supplies,San Diego,United States,Wirebound,2024-07-21,US-2024-145429,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",West,Consumer,2024-07-25,Standard Class,California,Paper,0,7.6798,2,16.34
Office Supplies,Cleveland,United States,Other,2024-07-21,US-2024-160465,Letter Size File,East,Home Office,2024-07-26,Standard Class,Ohio,Storage,0.2,25.011,7,222.32
Office Supplies,Salem,United States,Premier,2024-07-21,US-2024-104731,Premier Electric Letter Opener,South,Consumer,2024-07-27,Standard Class,Virginia,Supplies,0,11.586,2,231.72
Technology,Concord,United States,Polycom,2024-07-21,US-2024-118724,Polycom SoundPoint IP 450 VoIP phone,West,Corporate,2024-07-25,Second Class,California,Phones,0.2,121.9644,9,1626.192
Technology,Salem,United States,Nortel,2024-07-21,US-2024-104731,Nortel Networks T7316 E Nt8 B27,South,Consumer,2024-07-27,Standard Class,Virginia,Phones,0,67.99,4,271.96
Technology,Murray,United States,Other,2024-07-21,US-2024-158505,PayAnywhere Card Reader,West,Consumer,2024-07-21,Same Day,Utah,Phones,0.2,6.2937,9,71.928
Technology,Cleveland,United States,Other,2024-07-21,US-2024-160465,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,East,Home Office,2024-07-26,Standard Class,Ohio,Phones,0.4,-52.641,6,210.564
Furniture,Chicago,United States,Hon,2024-07-22,US-2024-106551,Hon Every-Day Series Multi-Task Chairs,Central,Consumer,2024-07-27,Standard Class,Illinois,Chairs,0.3,-75.192,4,526.344
Technology,New York City,United States,Square,2024-07-22,US-2024-109750,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",East,Corporate,2024-07-28,Standard Class,New York,Phones,0,14.0859,3,29.97
Office Supplies,Wheeling,United States,Hunt,2024-07-23,US-2024-110940,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,Consumer,2024-07-28,Standard Class,Illinois,Art,0.2,15.192,4,121.536
Office Supplies,Elkhart,United States,Quartet,2024-07-23,US-2024-169320,"Quartet Omega Colored Chalk, 12/Pack",Central,Consumer,2024-07-25,Second Class,Indiana,Art,0,5.4896,2,11.68
Office Supplies,New York City,United States,Angle-D,2024-07-23,US-2024-117240,Angle-D Ring Binders,East,Corporate,2024-07-28,Standard Class,New York,Binders,0.2,4.2666,3,13.128
Office Supplies,New York City,United States,Wilson Jones,2024-07-23,US-2024-125367,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,East,Home Office,2024-07-30,Standard Class,New York,Binders,0.2,4.35,3,13.92
Office Supplies,Los Angeles,United States,Cardinal,2024-07-23,US-2024-133718,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",West,Consumer,2024-07-26,First Class,California,Binders,0.2,5.5071,3,15.192
Office Supplies,Long Beach,United States,Avery,2024-07-23,US-2024-103506,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",East,Corporate,2024-07-27,Standard Class,New York,Labels,0,19.872,4,41.4
Office Supplies,Los Angeles,United States,Other,2024-07-23,US-2024-133718,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),West,Consumer,2024-07-26,First Class,California,Paper,0,27.9936,9,58.32
Office Supplies,Chicago,United States,Xerox,2024-07-23,US-2024-101721,Xerox 1909,Central,Corporate,2024-07-27,Standard Class,Illinois,Paper,0.2,20.5764,3,63.312
Technology,Kenosha,United States,Logitech,2024-07-23,US-2024-118346,Logitech G600 MMO Gaming Mouse,Central,Home Office,2024-07-24,First Class,Wisconsin,Accessories,0,143.982,5,399.95
Technology,Elkhart,United States,Memorex,2024-07-23,US-2024-169320,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Central,Consumer,2024-07-25,Second Class,Indiana,Accessories,0,11.1825,5,159.75
Technology,Huntington Beach,United States,Hewlett-Packard,2024-07-24,US-2024-135013,Hewlett Packard LaserJet 3310 Copier,West,Corporate,2024-07-24,Same Day,California,Copiers,0.2,839.986,5,2399.96
Furniture,Philadelphia,United States,Eldon,2024-07-25,US-2024-121293,Eldon 200 Class Desk Accessories,East,Consumer,2024-07-28,Second Class,Pennsylvania,Furnishings,0.2,3.0144,4,20.096
Furniture,Philadelphia,United States,Bush,2024-07-25,US-2024-121293,"Bush Cubix Conference Tables, Fully Assembled",East,Consumer,2024-07-28,Second Class,Pennsylvania,Tables,0.4,-34.647,1,138.588
Furniture,Dallas,United States,SAFCO,2024-07-25,US-2024-167549,Safco Drafting Table,Central,Home Office,2024-07-27,First Class,Texas,Tables,0.3,-4.2588,6,298.116
Office Supplies,Sioux Falls,United States,Avery,2024-07-25,US-2024-169810,Avery 498,Central,Consumer,2024-07-31,Standard Class,South Dakota,Labels,0,9.5081,7,20.23
Office Supplies,Philadelphia,United States,Avery,2024-07-25,US-2024-125640,Avery 491,East,Consumer,2024-07-29,Standard Class,Pennsylvania,Labels,0.2,1.0738,1,3.304
Office Supplies,Philadelphia,United States,Xerox,2024-07-25,US-2024-121293,Xerox 216,East,Consumer,2024-07-28,Second Class,Pennsylvania,Paper,0.2,7.2576,4,20.736
Office Supplies,Philadelphia,United States,Fellowes,2024-07-25,US-2024-121293,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,East,Consumer,2024-07-28,Second Class,Pennsylvania,Storage,0.2,-25.992,5,259.92
Office Supplies,Philadelphia,United States,Acme,2024-07-25,US-2024-121293,Acme Galleria Hot Forged Steel Scissors with Colored Handles,East,Consumer,2024-07-28,Second Class,Pennsylvania,Supplies,0.2,4.2471,3,37.752
Furniture,Los Angeles,United States,Global,2024-07-26,US-2024-167318,"Global Airflow Leather Mesh Back Chair, Black",West,Corporate,2024-08-01,Standard Class,California,Chairs,0.2,45.294,3,362.352
Technology,Los Angeles,United States,Logitech,2024-07-26,US-2024-167318,Logitech Z-906 Speaker sys - home theater - 5.1-CH,West,Corporate,2024-08-01,Standard Class,California,Accessories,0,659.98,5,1649.95
Furniture,Raleigh,United States,Global,2024-07-27,US-2024-107209,"Global Value Mid-Back Manager's Chair, Gray",South,Consumer,2024-08-01,Second Class,North Carolina,Chairs,0.2,12.178,4,194.848
Furniture,Jacksonville,United States,Eldon,2024-07-27,US-2024-123239,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",South,Consumer,2024-07-31,Second Class,Florida,Furnishings,0.2,-2.2758,3,91.032
Furniture,Seattle,United States,Staple-based wall hangings,2024-07-27,US-2024-133046,Staple-based wall hangings,West,Consumer,2024-08-01,Second Class,Washington,Furnishings,0,10.5072,3,23.88
Furniture,Yonkers,United States,Tensor,2024-07-27,US-2024-108791,Tensor Computer Mounted Lamp,East,Consumer,2024-07-31,Standard Class,New York,Furnishings,0,4.0203,1,14.89
Office Supplies,Seattle,United States,Xerox,2024-07-27,US-2024-133046,Xerox 227,West,Consumer,2024-08-01,Second Class,Washington,Paper,0,6.2208,2,12.96
Office Supplies,Seattle,United States,Message Book,2024-07-27,US-2024-133046,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",West,Consumer,2024-08-01,Second Class,Washington,Paper,0,12.052,4,26.2
Technology,Seattle,United States,Sony,2024-07-27,US-2024-133046,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,West,Consumer,2024-08-01,Second Class,Washington,Accessories,0,32.893,5,234.95
Technology,Yonkers,United States,Nortel,2024-07-27,US-2024-108791,Nortel Networks T7316 E Nt8 B27,East,Consumer,2024-07-31,Standard Class,New York,Phones,0,135.98,8,543.92
Office Supplies,San Francisco,United States,Other,2024-07-28,US-2024-130841,Zipper Ring Binder Pockets,West,Corporate,2024-08-01,Standard Class,California,Binders,0.2,3.6192,4,9.984
Office Supplies,San Francisco,United States,Other,2024-07-28,US-2024-130841,Super Decoflex Portable Personal File,West,Corporate,2024-08-01,Standard Class,California,Storage,0,4.1944,1,14.98
Technology,San Francisco,United States,Other,2024-07-28,US-2024-130841,Wilson Electronics DB Pro Signal Booster,West,Corporate,2024-08-01,Standard Class,California,Phones,0.2,100.24,4,1145.6
Furniture,Seattle,United States,Bush,2024-07-29,US-2024-115301,"Bush Westfield Collection Bookcases, Medium Cherry Finish",West,Consumer,2024-08-02,Standard Class,Washington,Bookcases,0,25.5112,2,115.96
Furniture,Oklahoma City,United States,Office Star,2024-07-29,US-2024-130953,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Central,Consumer,2024-08-03,Standard Class,Oklahoma,Chairs,0,72.6408,3,302.67
Office Supplies,Jacksonville,United States,Holmes,2024-07-29,US-2024-101483,Holmes HEPA Air Purifier,South,Consumer,2024-08-01,Second Class,North Carolina,Appliances,0.2,6.534,2,34.848
Office Supplies,Oklahoma City,United States,Holmes,2024-07-29,US-2024-130953,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Central,Consumer,2024-08-03,Standard Class,Oklahoma,Appliances,0,60.5528,2,137.62
Office Supplies,Troy,United States,Sanford,2024-07-29,US-2024-146031,Sanford Liquid Accent Highlighters,East,Consumer,2024-08-01,Second Class,New York,Art,0,22.2444,9,60.12
Office Supplies,Jacksonville,United States,Newell,2024-07-29,US-2024-101483,Newell 322,South,Consumer,2024-08-01,Second Class,North Carolina,Art,0.2,0.3822,3,4.368
Office Supplies,Oklahoma City,United States,GBC,2024-07-29,US-2024-130953,GBC Poly Designer Binding Covers,Central,Consumer,2024-08-03,Standard Class,Oklahoma,Binders,0,16.4052,2,33.48
Office Supplies,Austin,United States,Other,2024-07-29,US-2024-130771,Assorted Color Push Pins,Central,Corporate,2024-08-03,Standard Class,Texas,Fasteners,0.2,0.4706,2,2.896
Technology,Seattle,United States,Other,2024-07-29,US-2024-113852,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,West,Consumer,2024-08-02,Standard Class,Washington,Accessories,0,11.7741,3,90.57
Technology,Austin,United States,Cisco,2024-07-29,US-2024-130771,Cisco SPA301,Central,Corporate,2024-08-03,Standard Class,Texas,Phones,0.2,15.599,1,124.792
Technology,Oklahoma City,United States,Nortel,2024-07-29,US-2024-130953,Nortel Meridian M3904 Professional Digital phone,Central,Consumer,2024-08-03,Standard Class,Oklahoma,Phones,0,133.9713,3,461.97
Technology,Jacksonville,United States,Samsung,2024-07-29,US-2024-101483,Samsung Replacement EH64AVFWE Premium Headset,South,Consumer,2024-08-01,Second Class,North Carolina,Phones,0.2,1.375,5,22
Office Supplies,Lakewood,United States,GBC,2024-07-30,US-2024-155740,GBC ProClick Punch Binding System,East,Home Office,2024-08-02,First Class,Ohio,Binders,0.7,-53.7432,4,76.776
Office Supplies,Mission Viejo,United States,Avery,2024-07-30,US-2024-167913,Avery 480,West,Consumer,2024-08-03,Second Class,California,Labels,0,12.6,7,26.25
Office Supplies,Mission Viejo,United States,Other,2024-07-30,US-2024-167913,Economy Rollaway Files,West,Consumer,2024-08-03,Second Class,California,Storage,0,85.904,2,330.4
Technology,Baltimore,United States,Other,2024-07-30,US-2024-141103,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,East,Consumer,2024-08-06,Standard Class,Maryland,Phones,0,43.176,5,89.95
Furniture,San Francisco,United States,Other,2024-07-31,US-2024-161102,"Master Big Foot Doorstop, Beige",West,Consumer,2024-08-03,First Class,California,Furnishings,0,11.4576,7,36.96
Office Supplies,Milwaukee,United States,3M,2024-07-31,US-2024-165869,3M Office Air Cleaner,Central,Corporate,2024-08-05,Standard Class,Wisconsin,Appliances,0,54.558,6,155.88
Office Supplies,Wilmington,United States,Avery,2024-07-31,US-2024-147032,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",East,Home Office,2024-08-04,Standard Class,Delaware,Binders,0,5.3949,3,11.01
Office Supplies,Milwaukee,United States,Acco,2024-07-31,US-2024-165869,Acco 3-Hole Punch,Central,Corporate,2024-08-05,Standard Class,Wisconsin,Binders,0,8.4096,4,17.52
Office Supplies,Wilmington,United States,Fellowes,2024-07-31,US-2024-147032,Fellowes PB200 Plastic Comb Binding Machine,East,Home Office,2024-08-04,Standard Class,Delaware,Binders,0,390.977,5,849.95
Office Supplies,Wilmington,United States,Avery,2024-07-31,US-2024-147032,Avery Personal Creations Heavyweight Cards,East,Home Office,2024-08-04,Standard Class,Delaware,Paper,0,5.5392,1,11.54
Office Supplies,Philadelphia,United States,Xerox,2024-07-31,US-2024-121909,Xerox 1991,East,Corporate,2024-08-05,Standard Class,Pennsylvania,Paper,0.2,17.8152,3,54.816
Office Supplies,San Francisco,United States,Eldon,2024-07-31,US-2024-161102,Eldon Portable Mobile Manager,West,Consumer,2024-08-03,First Class,California,Storage,0,15.2712,2,56.56
Technology,Fort Lauderdale,United States,Other,2024-07-31,US-2024-125752,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",South,Home Office,2024-08-04,Standard Class,Florida,Accessories,0.2,8.2848,2,41.424
Technology,Philadelphia,United States,Polycom,2024-07-31,US-2024-126144,Polycom SoundPoint Pro SE-225 Corded phone,East,Consumer,2024-08-05,Standard Class,Pennsylvania,Phones,0.4,-57.1152,4,285.576
Technology,Chicago,United States,Motorola,2024-07-31,US-2024-115805,Motorola L804,Central,Consumer,2024-07-31,Same Day,Illinois,Phones,0.2,4.1391,1,36.792
Office Supplies,Salinas,United States,GBC,2024-08-01,US-2024-124576,GBC Prestige Therm-A-Bind Covers,West,Corporate,2024-08-04,Second Class,California,Binders,0.2,18.5274,2,54.896
Office Supplies,Austin,United States,Xerox,2024-08-01,US-2024-162691,Xerox 1998,Central,Corporate,2024-08-07,Standard Class,Texas,Paper,0.2,12.7008,7,36.288
Office Supplies,San Francisco,United States,Fellowes,2024-08-01,US-2024-168942,"Fellowes Mobile File Cart, Black",West,Consumer,2024-08-05,Second Class,California,Storage,0,50.3658,3,186.54
Technology,Austin,United States,Other,2024-08-01,US-2024-162691,Bady BDG101FRU Card Printer,Central,Corporate,2024-08-07,Standard Class,Texas,Machines,0.4,-263.9967,3,1439.982
Technology,Charlotte,United States,Nortel,2024-08-01,US-2024-133235,Nortel Networks T7316 E Nt8 B27,South,Consumer,2024-08-04,First Class,North Carolina,Phones,0.2,16.9975,5,271.96
Technology,Chicago,United States,Other,2024-08-01,US-2024-135034,JBL Micro Wireless Portable Bluetooth Speaker,Central,Consumer,2024-08-03,First Class,Illinois,Phones,0.2,5.999,2,95.984
Furniture,Chicago,United States,O'Sullivan,2024-08-03,US-2024-165386,"O'Sullivan Elevations Bookcase, Cherry Finish",Central,Consumer,2024-08-04,First Class,Illinois,Bookcases,0.3,-36.6744,2,183.372
Furniture,San Francisco,United States,Deflect-o,2024-08-03,US-2024-168396,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",West,Consumer,2024-08-08,Second Class,California,Furnishings,0,11.1564,3,123.96
Office Supplies,San Francisco,United States,Avery,2024-08-03,US-2024-168396,Avery 473,West,Consumer,2024-08-08,Second Class,California,Labels,0,24.84,5,51.75
Office Supplies,Fairfield,United States,Avery,2024-08-03,US-2024-163566,Avery 476,East,Consumer,2024-08-06,First Class,Ohio,Labels,0.2,5.369,5,16.52
Office Supplies,Los Angeles,United States,Fellowes,2024-08-03,US-2024-143175,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,West,Consumer,2024-08-06,Second Class,California,Storage,0,23.9688,3,99.87
Office Supplies,Seattle,United States,Other,2024-08-03,US-2024-141747,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",West,Corporate,2024-08-08,Second Class,Washington,Storage,0,4.1756,1,16.06
Technology,Bloomington,United States,Kensington,2024-08-03,US-2024-140781,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Central,Consumer,2024-08-07,Standard Class,Illinois,Accessories,0.2,7.4655,3,39.816
Office Supplies,Carrollton,United States,Avery,2024-08-04,US-2024-146367,Avery Durable Poly Binders,Central,Corporate,2024-08-08,Standard Class,Texas,Binders,0.8,-5.6406,3,3.318
Office Supplies,Loveland,United States,Other,2024-08-04,US-2024-132738,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",West,Corporate,2024-08-07,First Class,Colorado,Envelopes,0.2,3.1842,1,8.784
Office Supplies,Loveland,United States,Hammermil,2024-08-04,US-2024-132738,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),West,Corporate,2024-08-07,First Class,Colorado,Paper,0.2,2.8884,2,7.968
Office Supplies,Indianapolis,United States,Other,2024-08-05,US-2024-128328,Premium Transparent Presentation Covers by GBC,Central,Consumer,2024-08-09,Standard Class,Indiana,Binders,0,60.4224,6,125.88
Office Supplies,Indianapolis,United States,Avery,2024-08-05,US-2024-128328,Avery 475,Central,Consumer,2024-08-09,Standard Class,Indiana,Labels,0,66.6,9,133.2
Office Supplies,Richmond,United States,Adams,2024-08-05,US-2024-117695,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",South,Corporate,2024-08-08,First Class,Kentucky,Paper,0,6.3296,2,13.76
Office Supplies,Houston,United States,Tennsco,2024-08-05,US-2024-154676,"Tennsco Lockers, Sand",Central,Home Office,2024-08-08,First Class,Texas,Storage,0.2,7.5528,9,151.056
Technology,Indianapolis,United States,Logitech,2024-08-05,US-2024-128328,Logitech MX Performance Wireless Mouse,Central,Consumer,2024-08-09,Standard Class,Indiana,Accessories,0,29.5186,2,79.78
Furniture,Lafayette,United States,O'Sullivan,2024-08-06,US-2024-161200,O'Sullivan 2-Shelf Heavy-Duty Bookcases,South,Consumer,2024-08-10,Second Class,Louisiana,Bookcases,0,23.3184,3,145.74
Furniture,Lafayette,United States,Other,2024-08-06,US-2024-161200,Longer-Life Soft White Bulbs,South,Consumer,2024-08-10,Second Class,Louisiana,Furnishings,0,7.392,5,15.4
Office Supplies,Concord,United States,Hunt,2024-08-06,US-2024-151981,"Hunt PowerHouse Electric Pencil Sharpener, Blue",East,Home Office,2024-08-12,Standard Class,New Hampshire,Art,0,68.364,6,227.88
Office Supplies,Concord,United States,Avery,2024-08-06,US-2024-151981,Avery 481,East,Home Office,2024-08-12,Standard Class,New Hampshire,Labels,0,11.8272,8,24.64
Office Supplies,Cedar Hill,United States,Other,2024-08-06,US-2024-136609,14-7/8 x 11 Blue Bar Computer Printout Paper,Central,Corporate,2024-08-11,Standard Class,Texas,Paper,0.2,40.3536,3,115.296
Office Supplies,New York City,United States,Acme,2024-08-06,US-2024-168172,"Acme 10"" Easy Grip Assistive Scissors",East,Consumer,2024-08-10,Standard Class,New York,Supplies,0,21.036,4,70.12
Technology,Concord,United States,Ativa,2024-08-06,US-2024-151981,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",East,Home Office,2024-08-12,Standard Class,New Hampshire,Phones,0,247.485,5,824.95
Furniture,Westminster,United States,Global,2024-08-07,US-2024-156776,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,West,Consumer,2024-08-11,Standard Class,California,Chairs,0.2,25.898,1,207.184
Furniture,Westminster,United States,Howard Miller,2024-08-07,US-2024-156776,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",West,Consumer,2024-08-11,Standard Class,California,Furnishings,0,15.525,1,51.75
Office Supplies,Westminster,United States,Other,2024-08-07,US-2024-156776,3.6 Cubic Foot Counter Height Office Refrigerator,West,Consumer,2024-08-11,Standard Class,California,Appliances,0,412.468,5,1473.1
Office Supplies,Long Beach,United States,Quartet,2024-08-07,US-2024-117023,"Quartet Omega Colored Chalk, 12/Pack",East,Consumer,2024-08-12,Standard Class,New York,Art,0,5.4896,2,11.68
Office Supplies,Long Beach,United States,Staples in misc. colors,2024-08-07,US-2024-117023,Staples in misc. colors,East,Consumer,2024-08-12,Standard Class,New York,Art,0,26.2,10,104.8
Office Supplies,Westminster,United States,Other,2024-08-07,US-2024-156776,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",West,Consumer,2024-08-11,Standard Class,California,Binders,0.2,11.673,3,31.128
Office Supplies,San Diego,United States,Avery,2024-08-07,US-2024-155999,Avery Printable Repositionable Plastic Tabs,West,Consumer,2024-08-13,Standard Class,California,Binders,0.2,4.644,2,13.76
Office Supplies,Westminster,United States,Cardinal,2024-08-07,US-2024-156776,Cardinal Holdit Business Card Pockets,West,Consumer,2024-08-11,Standard Class,California,Binders,0.2,4.1832,3,11.952
Office Supplies,San Jose,United States,Xerox,2024-08-07,US-2024-115175,Xerox 1891,West,Consumer,2024-08-12,Standard Class,California,Paper,0,114.9385,5,244.55
